Nro_Tweet,Query,Usuario,Texto,Data de Criacao,Retweets,Likes
746,Gremio,FANÁTICOS RETRÔ | Reviva a história! ⚽️,"ESPETACULAR QUE FALA? 🥵

Camisa retrô oficial do GRÊMIO, confeccionada em algodão, gola e barra das mangas tricolores e o escudo bordado. 🩵🤍🖤

Use o cupom GFBPA10 e garanta a sua em nosso site!👇🇪🇪 https://t.co/4cGw2LAlQU",Thu Jun 05 22:12:12 +0000 2025,11,70
747,Gremio,pedro,"O Grêmio simplesmente movimentando a industria alimentícia do Brasil. 

MEGAZORD. https://t.co/nkY62BV0YE",Fri Jun 06 21:57:04 +0000 2025,87,2171
748,Gremio,Museu de Memes do Grêmio,"Meu amigo que nunca leu um livro de poesia e só fala de futebol o ano inteiro:

Ele do nada nos stories no Dia dos Namorados: https://t.co/VsK3TpAXFf",Wed Jun 11 19:02:57 +0000 2025,26,263
749,Gremio,Grêmio Stats 🇪🇪,"Agora o jogador fica queimado por parte da torcida devido a uma fake news de jornalistas irresponsáveis, assim como já aconteceu outras vezes.

É complicado...",Fri Jun 13 11:46:29 +0000 2025,6,19
750,Gremio,Grêmio FBPA,"BELO Y GRÊMIO 🇪🇪💙🤵🏼 Em parceria com a Combo Agência, os primeiros 500 sócios que passarem no Quadro Social, a partir das 17h do dia 12/06, com a biometria facial feita, garantem um par de ingressos pra essa noite inesquecível. Não perca! https://t.co/FG0GrspOkA",Tue Jun 10 19:23:15 +0000 2025,24,541
751,Gremio,Brenno 🇪🇪,Eu nunca vi o comentarista Sérgio Xavier elogiando o Grêmio,Thu Jun 12 23:26:13 +0000 2025,0,2
752,Gremio,Grêmio TimeLine,"É Corinthians, só lamento... https://t.co/3m4DsOPnBB",Wed Jun 11 12:24:53 +0000 2025,2,177
753,Gremio,ge,Mais um golaço! Breno Bidon empata para o Corinthians diante do Grêmio! https://t.co/uQJkX12jxx,Thu Jun 12 23:40:43 +0000 2025,44,2070
754,Gremio,GremioDocente,Y eso que ella está en las grandes ligas....que nos queda a nosotros?...seremos los próximos? .... https://t.co/iHkeI9E9ns,Sat Jun 14 17:30:35 +0000 2025,26,52
755,Gremio,corintiaster,"e meu namorado que deixou de ir jogar contra o grêmio hoje só pra me trazer pra jantar, obrigada vida, te amo🩷 https://t.co/M8UsXZv1dW",Thu Jun 12 23:47:35 +0000 2025,0,3
756,Gremio,𝖊𝖉𝖚𝖆𝖗𝖉𝖔 𝖘𝖎𝖑𝖛𝖆,o grêmio é horrível e o corinthians consegue ser pior q eles é inacreditável,Fri Jun 13 00:26:30 +0000 2025,5,12
757,Gremio,GremioDocente,Lineamientos del IPASME para los Reposos https://t.co/dYVD43ua4t,Fri Jun 06 20:05:23 +0000 2025,43,74
758,Gremio,Kaliel,"#Grêmio | 🚨 EXCLUSIVO: O Estrela Vermelha, da Sérvia, e o Al Khaleej, da Arábia Saudita, demonstraram interesse em João Lucas.

O lateral direito tem contrato com o Grêmio até o final de 2027 e está entregue ao departamento médico. https://t.co/82t4sW8ziW",Thu Jun 12 18:06:54 +0000 2025,8,467
759,Gremio,Kassio Vargas,"@GremioTimeLine Sabia que a glr ia focar no inter mesmo a gente estando uma porcaria, e essa mediocridade que nos apequenou, vamos cobrar as pessoas do Grêmio , cara empatar com uma postura dessa contra um Corinthians ridículo é vexame demais .",Fri Jun 13 01:17:12 +0000 2025,0,4
760,Gremio,Vinicius Bianchin,"@canalpremiere do Globoplay o que vcs arrumaram? Só tá passando o Grêmio x Corinthians com uma porra de um merchan gigante da Betano, e na transmissão normal tá passando um jogo antigo
???????",Thu Jun 12 23:14:50 +0000 2025,2,5
761,Gremio,GRÊMIO DEPRÊ,Pavón em campo https://t.co/lsqvvCYhhd,Thu Jun 12 23:46:02 +0000 2025,22,222
762,Gremio,Chorume do Grêmio,POV: voce ta na arena o gremio ta tomando 4 do corinthians e no intervalo tem um cara pedindo a mulher em casamento https://t.co/XJ9gLW12XL,Wed Jun 11 21:26:35 +0000 2025,194,4030
763,Gremio,Grêmio TimeLine,"Coloradinho ficou putinho com um fato: 

Grêmio está na FRENTE do Inter com QUATRO pontos.

Chora. https://t.co/qbFhIaCeIk",Mon Jun 09 16:01:59 +0000 2025,22,623
764,Gremio,Museu de Memes do Grêmio,"Dia dos Namorados: a 

Sport Club Internacional: https://t.co/6ekGya2ZUC",Fri Jun 13 02:52:41 +0000 2025,41,340
765,Gremio,GIT_1903 🇪🇪 ®,Eu esperando chegar o próximo Dia De Grêmio... https://t.co/q5GTfa4jnZ,Fri Jun 06 23:34:06 +0000 2025,14,138
766,Gremio,Movimento Grêmio Mais,"Rumo a Arena!
Dia de provar que o AMOR É IMORTAL! https://t.co/hVNHukajR1",Thu Jun 12 20:15:26 +0000 2025,2,86
767,Gremio,Grêmio TimeLine,"Esse meio campo bem treinado e com confiança pode ser o diferencial do Grêmio na temporada. 

Eu particularmente estou satisfeito. https://t.co/bALeghXiUK",Tue Jun 10 22:10:11 +0000 2025,9,342
768,Gremio,Soccer News Grêmio,"Arena Porto-Alegrense divulga nota sobre sua relação com o Grêmio:

📸 GZH https://t.co/KIAt0qkkrr",Thu Jun 12 14:57:30 +0000 2025,2,129
769,Gremio,Grêmio Copeiro | Vitor,Nathan Pescador sem gasolina. Normal 😬😂 https://t.co/XbqAPZhzH4,Thu Jun 05 18:44:13 +0000 2025,42,965
770,Gremio,Grêmio TimeLine,"O que um presidente tem que fazer para mudar um time que tem 100k de sócios com Luis Suárez para 300k em 3 anos? 

Marcelo Marques. https://t.co/agdf8cV5gl",Mon Jun 09 16:25:54 +0000 2025,0,153
771,Gremio,GremioDocente,"UPEL BONO NO HA LLEGADO, SALUD IGUAL !!! https://t.co/k9HdvOBzjf",Sat Jun 14 14:34:40 +0000 2025,69,110
772,Gremio,chicogarciaa,"Hoje eu vou nessa aqui. Tô confiante. O Grêmio não vence o Corinthians desde 2018, será que hoje vai? 👀

https://t.co/gizuJAcpdS https://t.co/FdpEeVVznO",Thu Jun 12 20:28:10 +0000 2025,0,14
773,Gremio,Crônica Alvinegra,"Corinthians perdeu 3 finais de copa do Brasil, as três com erros de arbitragem.

Essa do Grêmio, a mais escandalosa.

A falta fantasma no Dedé.

O pênalti Cristo redentor do Léo Pereira.

https://t.co/VRTYtBOgym",Tue Jun 10 21:31:12 +0000 2025,40,919
774,Gremio,Chorume do Grêmio,DIA DOS NAMORADOS 🥰🥰😍😍❤️E O COLORADO 🔴⚪️🔴⚪️RESOLVEU PASSAR NA ZONA😱😱😱😱QUE ISSO EM GURIZADA😂😂😂😂😂😂😂MAZÁ ALEBA HEIN😂😂🤣🤣🤣🤣SPORT CLUB TAMO NAS COPAS FC🤣🤣🤣🤣 https://t.co/Ym2MrxwqDf,Fri Jun 13 02:23:27 +0000 2025,436,5952
775,Gremio,GIT_1903 🇪🇪 ®,Eu indo dormir hoje em mais um dia sem jogo do Grêmio: https://t.co/2VpEDCYNG1,Fri Jun 06 02:17:01 +0000 2025,25,138
776,Gremio,Grêmio FBPA,"GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL DO GRÊMIO! 
🇪🇪 #GRExCOR #Brasileirão2025 https://t.co/8At5p5jAl2",Thu Jun 12 23:30:17 +0000 2025,188,860
777,Gremio,Mosqueteiras,"(2T/45min) Gol do Real Brasília.
Real Brasília 2x0 #Grêmio
🇪🇪 #BrFeminino2025 #RBRxGRE #Mosqueteiras",Sat Jun 14 15:52:37 +0000 2025,1,7
778,Gremio,Alexsander Vieira,"De acordo com informações do jornal português A Bola, o São Paulo estaria junto de Botafogo, Atlético-MG e Grêmio na busca pela contratação do atacante Biel, do Sporting. 

A equipe portuguesa estaria disposta a um empréstimo com opção de compra. Apuramos que o nome está em uma https://t.co/tLs2a0Q4wx",Sat Jun 14 13:00:31 +0000 2025,8,104
779,Gremio,Curiosidades Brasil,"GOLAÇO DO BRAITHWAITE!

GRÊMIO 1-0 CORINTHIANS! 

 https://t.co/hReG28niMi",Thu Jun 12 23:32:19 +0000 2025,3,63
780,Gremio,Museu de Memes do Grêmio,"Ninguém:

Eu depois de assistir o filme Blade: https://t.co/abbSrHNC4e",Fri Jun 13 02:54:59 +0000 2025,55,715
781,Gremio,Grêmio Números,"Alysson pelo @Gremio:  

🇪🇪 13 Jogos (496 minutos = 5,5 jogos completos)
👟1 Assistência

📸 Lucas Uebel / Grêmio FBPA https://t.co/HOeVwjimGP",Fri Jun 13 13:10:06 +0000 2025,3,121
782,Gremio,Central do Timão,"DIZ AÍ, FIEL 🏴🏳️

Com a atuação de Dieguinho e Kayke no final da partida contra o Grêmio, você acredita que está na hora de ganharem mais chances no time principal? https://t.co/d0g79h6yzd",Fri Jun 13 12:39:22 +0000 2025,1,15
783,Gremio,FBI Tricolor,"Começou a ação de 1.500 ingressos gratuitos da @alfabetbr na Arena. 

Em frente a Grêmio Mania! Só vir!🇪🇪 https://t.co/UHbYXjEW06",Thu Jun 12 20:06:26 +0000 2025,11,259
784,Gremio,rusheiidor,"@Gremio horrível 

pegando os reservas do corinthians e ficando retrancado atras",Thu Jun 12 23:51:22 +0000 2025,0,19
785,Gremio,Grêmio TimeLine,🚨🇨🇴 Cuellar bem fisicamente e rendendo o seu máximo na parte técnica será o MELHOR reforço do Grêmio no meio do ano. 💭💥 https://t.co/VWJjcKSCdr,Sun Jun 08 22:16:38 +0000 2025,2,230
786,Gremio,Soccer News Grêmio,"💰 A pedida de John Textor para liberar Adryelson ao Grêmio: 7 milhões de euros (cerca de R$45 milhões) + Gustavo Martins.

🗞️ Rádio Gaúcha https://t.co/E70AZVqC05",Thu Jun 12 22:46:17 +0000 2025,9,383
787,Gremio,Arena do Grêmio,"O auditório da Arena do Grêmio está de volta e completamente renovado. 💙

Nesta quinta-feira, no jogo Grêmio x Corinthians, o auditório voltará a ser utilizado para as coletivas de imprensa.

#JuntosSomosImortais #ArenaDoGrêmio https://t.co/AS9jov8umL",Tue Jun 10 21:02:52 +0000 2025,16,248
788,Gremio,Rei do Sul,"O homem que tirou eles da fila de títulos regionais, fila de quase uma década. 

Menos de 3 meses depois estão em campanha para sua demissão. 

Sabemos o nome disso! Está escancarado!

Sim, isso seria as postagens dos vermelhos se isso tivesse acontecido no Grêmio. 

Escancarou a https://t.co/7IFuX75F0n",Fri Jun 13 09:28:40 +0000 2025,34,656
789,Gremio,chicogarciaa,"O universo não foi legal comigo marcando um Grêmio X Corinthians no dia dos namorados. Qual a chance de eu me dar bem? 😅

Só com o Tadala Natural né? 😉

- Garantia de 7 dias, não gostou é só devolver o produto para ter o dinheiro de volta.

- SP, RJ e MG podem receber em até 24 https://t.co/x5OywlNdm3",Wed Jun 11 21:11:50 +0000 2025,7,527
790,Gremio,Rei do Sul,"Grêmio vai para a parada com 5 pts de margem para o Z4.

*momento Inter, mas se for Vitória tb mantém a distância. https://t.co/pbS4tb4jrv",Fri Jun 13 01:22:40 +0000 2025,1,100
791,Gremio,Vozes do Gigante,"HOMEM DE CONFIANÇA DO ROGER 🤔

Mesmo com negociações avançadas com o Grêmio, o #Inter ainda sonha com o volante Caíque, do Juventude 👀

O @Alexandre_Ernst conseguiu apurar que o pedido da equipe da Serra é ousada 🫠

Vem pra Maratona +Q45! 👇
https://t.co/VhbNezCBux https://t.co/loZDNDOQlD",Fri Jun 13 04:11:09 +0000 2025,5,58
792,Gremio,Santos FC,"Resultados dos #MeninosDaVila na manhã de hoje! 

As equipes Sub-17 e Sub-15 enfrentaram o Grêmio Mauaense, fora de casa, pelo estadual. Os mais velhos golearam por 8 a 0, com gols marcados por João Grando (4), Vinícius Rocha, Lorenzo de Paula e Davi Santos, além de um gol https://t.co/H5rzr4Fa2k",Sat Jun 14 16:11:21 +0000 2025,4,192
793,Gremio,Base Colorada | Fan Account,"Celeiro amplia! JOGADAÇA de Raykkonen pela esquerda e finalização de Victor Hugo para aumentar a vantagem.

Grêmio 0x2 Inter | Campeonato Gaúcho Sub-17 (Semifinal) https://t.co/Sn2R3lnO6K",Fri Jun 13 22:57:50 +0000 2025,18,368
794,Gremio,🇧🇼Pedro_Takedo🇺🇸🇮🇱,"Faltam 26 pontos pro Grêmio escapar do rebaixamento. Os 4 últimos não farão mais que 41.
Acho que escaparemos. Após fechar os pontos devemos fazer a limpa no elenco:
Pavon 
Volpi
João Lucas
Cândido 
Camilo
Pescador 
Edenilson
Jamerson
Dodi 
Amuzu
E mais uns q posso ter esquecido",Fri Jun 13 15:44:47 +0000 2025,1,12
795,Gremio,Portal do Gremista,"Situação do gramado da Arena. O próximo jogo do #Grêmio é apenas na semana que vem, no dia 12. https://t.co/ADh3RrcxOM",Thu Jun 05 20:27:15 +0000 2025,6,168
796,Gremio,Internacional TimeLine,"🗣 Raphinha (FC Barcelona): ""Sou colorado. Ronaldinho é gremista. Descobri fotos que eu torcia pelo Grêmio e depois entendi que foi por causa do Ronaldinho. Onde o Ronaldinho estava, eu era torcedor. Mas sou torcedor do Internacional desde pequeno. Virei a casaca, não sei quando, https://t.co/wpZfGHTIAJ",Fri Jun 13 19:45:09 +0000 2025,20,998
797,Gremio,Meu Timão,"Você acha que o Corinthians fez um bom jogo contra o Grêmio apesar do empate?

🎥 Pós-Jogo do Meu Timão

🔴 Apoio: @kto_brasil – Jogue com responsabilidade (+18) https://t.co/eigwdcDP7H",Fri Jun 13 01:29:37 +0000 2025,3,100
798,Gremio,Torcedor comum 🇪🇪,"O Grêmio deveria ter desistido dessa contratação por entender que não se trata de um jogador com qualidade suficiente para a dimensão do clube.

Mas não, foi pq mais uma vez foram feitos de idiota.",Fri Jun 13 17:47:15 +0000 2025,2,3
799,Gremio,Você,"É simples: Juventude fez uma oferta absurda e viu que o Grêmio aceitou. A partir dali, viu que negociava com um otário e tentou pedir um valor ainda maior.

Por sorte, acredito que a repercussão da torcida fez a direção se atentar.

É o mesmo caso de Onana, Inter e Man Utd. https://t.co/495MniAgkI",Fri Jun 13 19:15:34 +0000 2025,3,17
800,Gremio,GREMIO AMIA.,Lleva tu donación de alimentos secos ... https://t.co/Nui9xkzniv,Sun Jun 08 23:56:24 +0000 2025,51,117
801,Flamengo,Flamengo,In December of 81… https://t.co/moFBHfcY8A,Fri Jun 13 22:25:29 +0000 2025,1001,8857
802,Flamengo,Curiosidades Brasil,O gol mais bonito do Gabigol com a camisa do Flamengo. https://t.co/fcAB7LzO5Z,Fri Jun 13 18:30:00 +0000 2025,318,5531
803,Flamengo,Fábio Justino,"A torcida do Flamengo é uma praga.

Tava lá o torcedor do Real Madrid reinando absoluto no joguinho do Google.

A Paulinha descobriu esse troço, divulgou aqui no twitter e o bagulho explodiu hahahahahahaha

Se eu não fosse Flamengo eu também odiaria essa torcida hahahahaha https://t.co/6sZDfczslV",Sat Jun 14 03:26:48 +0000 2025,762,9848
804,Flamengo,Flamengo,Admin is locked in https://t.co/55SQw1Pkh1,Sat Jun 14 01:21:07 +0000 2025,328,6802
805,Flamengo,Flamengo,"Uma vez Flamengo, sempre Flamengo ❤️🖤 https://t.co/kDskBFLku1",Sat Jun 14 16:31:12 +0000 2025,792,5736
806,Flamengo,mariaᶜʳᶠ,"Pouco se fala, mas a contratação do João Guilherme para a equipe da Flamengo TV foi um dos maiores acertos dessa temporada! https://t.co/9x2bcjvB2U",Thu Jun 12 00:24:00 +0000 2025,15,482
807,Flamengo,Rubronegro81,"eu quando a Ucrânia invadir a Rússia e chamarem o Gerson pra ajudar na guerra 
 https://t.co/4g95uWmx1M",Wed Jun 11 22:06:55 +0000 2025,460,5226
808,Flamengo,Le African Gooner,"Thomas Partey repping Jorginho's new Flamengo shirt during a gym session in Ghana! 

Respect. 👊🏿 🇬🇭 https://t.co/5NtdsXefFS",Thu Jun 12 08:00:01 +0000 2025,889,22021
809,Flamengo,Central do Flamengo,"A diferença do “capitão” para o capitão de verdade… 

 https://t.co/heamwu9T2Q",Sat Jun 14 20:20:11 +0000 2025,60,906
810,Flamengo,Antifa_Ultras,"PHOTO | CR Flamengo, Brasil https://t.co/bbHoPywUvt",Wed Jun 11 22:52:41 +0000 2025,956,8749
811,Flamengo,Central do Flamengo,17 milhões já KKKKKKKKKKKKK https://t.co/l48YfliG8u,Sat Jun 14 16:34:34 +0000 2025,225,6875
812,Flamengo,Futmais | Menino Fut,"Foto oficial de Jorginho com a camisa do Flamengo para o Mundial.

A primeira competição do jogador pelo Rubro-Negro. https://t.co/eq7WuCq0IA",Sat Jun 14 16:33:46 +0000 2025,24,599
813,Flamengo,Central do Flamengo,"ELE TÁ EM CASA

NOSSO MISTER MLS https://t.co/vI8pCRhFxJ",Thu Jun 12 17:42:56 +0000 2025,157,4074
814,Flamengo,FLA-TRI-OCTA-10 Oficial 🔴🌟⚫️,"🎙️LEANDRO: ""Aqui em casa já estamos na torcida pelo bimundial do Flamengo"". ❤️🖤 https://t.co/o5DxkIWiLH",Fri Jun 13 17:19:02 +0000 2025,547,13180
815,Flamengo,Central do Flamengo,"KKKKKKKKKKKKKKKKKKK que desgraça de torcida

Quase 9 milhões já https://t.co/yhPqVNyGeg",Sat Jun 14 03:14:57 +0000 2025,437,10401
816,Flamengo,Planeta do Flamengo 🌎,Edit absurdo https://t.co/fYIdaXQJQt,Thu Jun 12 17:08:19 +0000 2025,993,7297
817,Flamengo,Central do Flamengo,"Pulgar, vc tem uma missão... https://t.co/4Sg8FT6ONS",Wed Jun 11 02:50:42 +0000 2025,697,10487
818,Flamengo,ale,"""ela não me responde deve ta me traindo"" 

eu ajudando o Flamengo a pegar a liderança: https://t.co/lR3vH0qcRu",Fri Jun 13 20:59:53 +0000 2025,397,2623
819,Flamengo,Venê Casagrande,O Flamengo divulgou um vídeo de 8 minutos com imagens do Aero Fla e os primeiros dias da delegação nos Estados Unidos. Um bom material produzido pela equipe do Fla. https://t.co/R29nUV8W36,Sat Jun 14 16:30:58 +0000 2025,401,5367
820,Flamengo,FlaConect,"Nação, com vocês o lendário flamengo de Jorge Jesus, simplesmente aniquilador de adversários, futebol mais bonito visto nos últimos anos no Brasil.

#Flamengo #CRF https://t.co/oWfXoVgDPg",Sat Jun 14 14:27:06 +0000 2025,5,15
821,Flamengo,Amor da Nação ᶜʳᶠ,NÓS SOMOS O FLAMENGO! https://t.co/shUKdWtw59,Thu Jun 12 00:58:53 +0000 2025,85,854
822,Flamengo,Flafocalizando 🍿,"🚨 FAMOSAS | Karoline Lima, namorada do Léo Pereira, ajudando a divulgar a marca Flamengo nos Estados Unidos 🇺🇸

🎥 insta: karolinel https://t.co/LVSDUuh7nT",Sat Jun 14 00:51:10 +0000 2025,554,12191
823,Flamengo,@RECIBO_CRF,"Geração que cria jogadores hipotéticos...

#recibo #Flamengo https://t.co/M6Vqaa8ceI",Sat Jun 14 14:43:12 +0000 2025,30,353
824,Flamengo,Patrick Moraes,"Nunca, jamais, sob hipótese alguma ousem se comparar com o colossal CLUBE DE REGATAS DO FLAMENGO.

Vocês são insetos, nanicos, insignificantes, porras nenhuma, o coco do cavalo do bandido perto de nossa imensa torcida.

Faz o sinal da cruz, é o malvadão!
 https://t.co/u4qseS4uGR",Thu Jun 12 03:19:37 +0000 2025,2600,13738
825,Flamengo,FLAVELA,"Torcida Jovem do Flamengo 
🔴🌟⚫️
A mais temida do Brasil. Desde 19⭐️67 https://t.co/WbQ6xMVOmv",Mon Jun 09 01:07:12 +0000 2025,1803,10312
826,Flamengo,@RECIBO_CRF,"Empalou o rabicó...

#recibo #Flamengo https://t.co/kGj8xxAtAX",Sat Jun 14 12:21:53 +0000 2025,11,219
827,Flamengo,Flamengooool81,Isso aqui é Flamengo!!!! https://t.co/f64tKmHNVy,Fri Jun 13 10:20:51 +0000 2025,69,1161
828,Flamengo,Venê Casagrande,"A Casa Flamengo, nos Estados Unidos, foi inaugurada e está disponível para os rubro-negros aproveitarem bastante o espaço. O horário de funcionamento é de 13h às 22h (horário local, é claro). https://t.co/IEqsBC0rJ5",Sat Jun 14 17:22:17 +0000 2025,69,1211
829,Flamengo,martín 👹🇦🇱,"Flamengo 1-0 Esperance
Flamengo 1-0 Chelsea
Flamengo 1-0 LAFC

8as: FLA 1-0 Benfica
""Os amores de Jorge""

4as: FLA 1-0 Atleti
""Filipe vs Simeone - O Reencontro""

Semi: FLA 0-0 RM (5-4 pen)
""A Vingança de Filipe""

Final: FLA 1-0 PSG (Ortiz de cabeça)
""Não pediram o mundo de novo?"" https://t.co/r3aV9AdBDl",Fri Jun 13 16:43:56 +0000 2025,1590,19096
830,Flamengo,InFlamados | Flamengo,"O #AeroFla está acima de qualquer movimento de torcidas do país. Não é que ngm supera, é que ngm chega perto. É bom e é nosso. https://t.co/azhf1iuiLL",Tue Jun 10 13:47:50 +0000 2025,765,6664
831,Flamengo,Central do Flamengo,"A B S O L U T E    C I N E M A  ✋🏻😐🤚🏻

ESSE VÍDEO NÃO DAKKKKKKKKKK 🤣
https://t.co/k3xcJsnYNj",Thu Jun 12 01:20:31 +0000 2025,591,3963
832,Flamengo,Linharesᶜʳᶠ 🇦🇴,"Estão criticando a namorada de um jogador do Flamengo pq ela está fazendo marketing gratuito pro... Flamengo.

Só pq ela acaba ganhando mídia em cima disso.

A esposa do Everton Ribeiro vivia biscoitando e ninguém dizia nada. Inclusive, ela voltou a biscoitar no dia do AeroFla...",Sat Jun 14 17:48:15 +0000 2025,289,5265
833,Flamengo,Futebol Nostálgico!,"Festa da torcida do @Flamengo pelo titulo Mundial de 1981.

🎥 Globo

 https://t.co/GKZc4Qq9HN",Thu Jun 12 02:09:12 +0000 2025,418,2647
834,Flamengo,"Lrn""","No ano de 2013, o volante do Flamengo Elias teve seu filho internado na UTI antes do jogo contra o Goiás, pela Semi da Copa do Brasil

Portanto, a Nação se mobilizou para trocar a foto de perfil do Facebook, para a foto do Davi

E durante o jogo, trocaram o nome do Elias por Davi https://t.co/vupfi4rdAV",Fri Jun 13 23:41:13 +0000 2025,306,4193
835,Flamengo,Renan Fla,"Esse vídeo me representa demais.
O Flamengo não pode ser campeão mundial?
Nós temos Danilo, Ortiz, Alexsandro, Wesley, Gerson e Pedro da seleção brasileira.
Pulgar da seleção chilena.
Varella, Vina, Arrasca e De La Cruz da uruguaia.
11 jogadores.
O Flamengo é uma seleção. https://t.co/UurZR7FaFa",Thu Jun 12 18:05:16 +0000 2025,252,3329
836,Flamengo,Flamengo da Opressão,"Chegou o grande dia 

Hoje começa o super mundial de clubes da FIFA 

Que os times brasileiros façam uma grande campanha nesse torneio 
https://t.co/V2bB94UBmQ",Sat Jun 14 15:42:16 +0000 2025,10,62
837,Flamengo,martín 👹🇦🇱,9 do Flamengo. https://t.co/T4T2RbDGZ1,Thu Jun 12 17:18:05 +0000 2025,1650,20647
838,Flamengo,SportsCenter Brasil,"Concorda com o Diego? Em 2019, Liverpool foi campeão mundial contra o Flamengo. #ESPNnoMundial https://t.co/L0dzwmY2Ib",Sat Jun 14 03:00:00 +0000 2025,48,1222
839,Flamengo,Amor da Nação ᶜʳᶠ,"No Flamengo, fica quem quer! 

Ídolos Sagrados! https://t.co/LuB20oxpSs",Wed Jun 11 17:52:27 +0000 2025,1091,11212
840,Flamengo,Bernardo Dias - 1981 🌎🏆,"Daqui a 2 anos ele vai voltar pro Brasil dizendo estar infeliz na Rússia. E espero do fundo do meu coração que o Flamengo não cometa o erro de contratar ele pela terceira vez. 

Que vá pro vasco! https://t.co/ZiKfooBpe3",Wed Jun 11 23:31:21 +0000 2025,125,805
841,Flamengo,Renan Fla,Todo Flamenguista... https://t.co/8nV507ND3G,Mon Jun 09 21:57:20 +0000 2025,561,4977
842,Flamengo,Crônica Alvinegra,"Falar que o Hugo não é bom goleiro, que não é goleiro de seleção, é birra.

E é birra exclusiva por uma parte bem pequena da torcida do Flamengo que tem voz nas redes sociais.

Birra pela maneira que ele saiu de lá e pelo valor muito baixo da venda.

https://t.co/8M1nFZanfh",Fri Jun 13 15:30:36 +0000 2025,32,901
843,Flamengo,João Gabriel Falcade,"o coitado do gringo usando a camiseta do Flamengo sem entender NADA que os palmeirenses tavam cantando assim que o avistaram! no fim, ele ficou com a galera amarradão! https://t.co/e56131QNZr",Fri Jun 13 17:07:27 +0000 2025,56,1385
844,Flamengo,Renan Fla,"A mlkada hj em dia, não tem a menor noção do que ja passamos com o Flamengo. E sempre fomos fodas. https://t.co/OX30khVBjD",Tue Jun 10 13:51:58 +0000 2025,391,2851
845,Flamengo,Bruno Lemos,"Sentindo de perto o Calor da Nação.

De ARREPIAR Jorginho.

#Flamengo #CRF @1MauroSantAnna https://t.co/7UUNbFXzFM",Thu Jun 12 01:02:33 +0000 2025,351,4936
846,Flamengo,Sérgio Santos,"""Menina, 50 mil pra você tirar essa camisa, tacar fogo e vestir uma do Vasco. Aceita?""
""É de verdade?""
""É. A gente assina o contrato e você queima.""
""Não aceito. Flamengo até morrer."" 
""O que você faria com esse dinheiro?""
""Compraria uma casa e um carro.""
https://t.co/DmEHeuQCtu",Wed Jun 11 15:08:13 +0000 2025,183,11744
847,Flamengo,Flamengo da Opressão,"Eu fico me perguntando...

Como que um filho da puta troca isso por um clube low profile lá da Rússia 

Vai se foder Gerson 
https://t.co/ZxLh8nSqV4",Thu Jun 12 00:58:06 +0000 2025,392,3725
848,Flamengo,PES MIL GRAU,A torcida do Flamengo tá como https://t.co/fTRCBpe9js,Wed Jun 11 19:24:07 +0000 2025,174,2040
849,Flamengo,Central do Flamengo,"Podem falar, vocês passaram o sábado nesse joguinho né?? 

Quase 26 milhões KKKKKKKKKKKKKKK https://t.co/pgckNV9TBR",Sat Jun 14 21:15:32 +0000 2025,24,349
850,Flamengo,CENTRAL DA NAÇÃO 🏆🏆🏆,"CLUBE DE REGATAS DO FLAMENGO.

FIFA CLUB WORLD CUP 2025 🇺🇸 https://t.co/Q2fVqZpcYq",Sat Jun 14 16:02:02 +0000 2025,199,4246
851,Flamengo,Flamengo da Opressão,Que vídeo foda que o Jorginho postou no Instagram 🔥 https://t.co/iclRlUiVA1,Mon Jun 09 00:28:55 +0000 2025,276,3568
852,Flamengo,Antifa_Ultras,"VIDEO | Amazing atmosphere: Flamengo, Brasil https://t.co/LCgZTylM8g",Sat Jun 14 08:59:00 +0000 2025,112,815
853,Flamengo,Nickᶜʳᶠ 🔴⚫ pentacampeão 🏆🏆🏆🏆🏆,Um dos melhores cobradores de falta que o Flamengo já teve,Sat Jun 14 00:55:13 +0000 2025,1,6
854,Flamengo,Flamengo,Some BTS of our FIFA Club World Cup Media Day 🎥 https://t.co/xMdprN867N,Sat Jun 14 15:33:11 +0000 2025,146,2962
855,Flamengo,caioziN ᶜʳᶠ 🇹🇷,eu vendo o torcedor do Flamengo com a nota de 3 reais com o rosto do Gerson: https://t.co/PnuvmeR2Fp,Wed Jun 11 23:40:11 +0000 2025,226,1202
856,Flamengo,scott,Feliz dia dos namorado para o meu amor @Flamengo https://t.co/qQK0li9z4u,Thu Jun 12 12:30:24 +0000 2025,1232,4909
857,Flamengo,Central do Flamengo,"arrascaeta fazendo o bolo do arrasca

coisas que só a mídia brasileira nos proporciona kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk

https://t.co/gJqgkXwKEY",Fri Jun 13 01:08:57 +0000 2025,124,1994
